Name_x,Amusement Park,Type_x,Design,Status_x,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions_x,Elements,Image URLs,Drop (ft),Duration_x,G-Force (),Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop_x,Unnamed: 0,year_introduced,Location,Park section,Coordinates,Status_y,Opening date,General statistics,Type_y,Manufacturer,Designer,Model,Track layout,Lift/launch system,Height,Drop_y,Length,Speed,Duration_y,Max vertical angle,Capacity,G-force,coaster_name,History,Closing date,Inversions_y,Trains,Replaced,Replaced by,General Statistics,Cost,Height restriction,Website,Coordinates_1,Coordinates_2,Status_1,Status_2,Opening date_1,Opening date_2,Coordinates_3,Coordinates_4,Status_3,Status_4,Opening date_3,Opening date_4,Flash Pass Available,Closing date_1,Closing date_2,Closing date_3,Closing date_4,Fast Lane available,Location_1,Location_2,Location_3,Location_4,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Coordinates_5,Coordinates_6,Status_5,Status_6,Opening date_5,Opening date_6,Coordinates_7,Coordinates_8,Coordinates_9,Status_7,Status_8,Status_9,Opening date_7,Opening date_8,Opening date_9,Park section_1,Park section_2,Park section_3,Park section_4,Coordinates_10,Status_10,Opening date_10,Replaced by_1,Replaced by_2,Coordinates_11,Coordinates_12,Coordinates_13,Coordinates_14,Coordinates_15,Status_11,Status_12,Status_13,Status_14,Status_15,Opening date_11,Opening date_12,Opening date_13,Opening date_14,Opening date_15,Closing date_5,Closing date_6,Closing date_7,Closing date_8,Replaced by_3,Replaced by_4,Coordinates_16,Coordinates_17,Coordinates_18,Coordinates_19,Coordinates_20,Status_16,Status_17,Status_18,Status_19,Status_20,Opening date_16,Opening date_17,Opening date_18,Opening date_19,Opening date_20,Closing date_9,Closing date_10,Closing date_11,Closing date_12,Coordinates_21,Coordinates_22,Coordinates_23,Coordinates_24,Coordinates_25,Status_21,Status_22,Status_23,Status_24,Status_25,Opening date_21,Opening date_22,Opening date_23,Opening date_24,Opening date_25,Closing date_13,Closing date_14,Closing date_15,Closing date_16,Coordinates_26,Coordinates_27,Coordinates_28,Coordinates_29,Coordinates_30,Status_26,Status_27,Status_28,Status_29,Status_30,Opening date_26,Opening date_27,Opening date_28,Opening date_29,Opening date_30,Closing date_17,Closing date_18,Closing date_19,Closing date_20,Coordinates_31,Coordinates_32,Coordinates_33,Coordinates_34,Coordinates_35,Coordinates_36,Status_31,Status_32,Status_33,Status_34,Status_35,Status_36,Opening date_31,Opening date_32,Opening date_33,Opening date_34,Opening date_35,Opening date_36,Closing date_21,Closing date_22,Closing date_23,Closing date_24,Closing date_25,Name_y,Cost_1,Cost_2,Cost_3,Cost_4,Flash Pass available,Soft opening date,Park section_5,Park section_6,Replaced by_5,Replaced by_6,Park section_7,Park section_8,Park section_9,Replaced by_7,Replaced by_8,Replaced by_9,Acceleration,Park section_10,Park section_11,Park section_12,Park section_13,Park section_14,Park section_15,Park section_16,Restraints,Name_1,Name_2,Name_3,Name_4,Name_5,Name_6,Name_7,Name_8,Name_9,Replaced_1,Replaced_2,Replaced_3,Replaced_4,Fastrack available,Soft opening date_1,Soft opening date_2,Soft opening date_3,Soft opening date_4,Park section_17,Park section_18,Park section_19,Park section_20,Park section_21,Park section_22,Park section_23,Park section_24,Park section_25,Park section_26,Park section_27,Park section_28,Park section_29,Park section_30,Park section_31,Park section_32,Park section_33,Park section_34,Park section_35,Park section_36,Website_1,Website_2,Website_3,Website_4,Cost_5,Cost_6,Cost_7,Cost_8,Cost_9
,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight of the Hippogriff,2008.0,,,,,,General statistics,Steel – Junior,"Vekoma (Orlando, Japan) Mack Rides (Hollywood, Beijing)",Universal Creative,"Junior Coaster (335m) (Japan/Florida) [1] Youngstar Coaster (Custom) (Hollywood, Beijing) [1]",,"Drive tire (Florida, Hollywood, Japan) Chain (Beijing)",42.7 ft (13.0 m),,"1,099.1 ft (335.0 m)",28.5 mph (45.9 km/h),1:06,,,,Flight of the Hippogriff,,,0,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,36 in (91 cm),,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,Operating,Operating,"April 7, 2016","September 20, 2021",,,,,,,,,,,Must transfer from wheelchair,,,,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000",The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,"July 15, 2014",,,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,Operating,Operating,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000","July 15, 2014","April 7, 2016",,,,,,,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,,,,,Operating,,,,,"September 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,,,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight of the Hippogriff,2014.0,,,,,,General statistics,Steel – Junior,"Vekoma (Orlando, Japan) Mack Rides (Hollywood, Beijing)",Universal Creative,"Junior Coaster (335m) (Japan/Florida) [1] Youngstar Coaster (Custom) (Hollywood, Beijing) [1]",,"Drive tire (Florida, Hollywood, Japan) Chain (Beijing)",42.7 ft (13.0 m),,"1,099.1 ft (335.0 m)",28.5 mph (45.9 km/h),1:06,,,,Flight of the Hippogriff,,,0,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,36 in (91 cm),,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,Operating,Operating,"April 7, 2016","September 20, 2021",,,,,,,,,,,Must transfer from wheelchair,,,,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000",The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,"July 15, 2014",,,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,Operating,Operating,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000","July 15, 2014","April 7, 2016",,,,,,,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,,,,,Operating,,,,,"September 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,,,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight of the Hippogriff,2016.0,,,,,,General statistics,Steel – Junior,"Vekoma (Orlando, Japan) Mack Rides (Hollywood, Beijing)",Universal Creative,"Junior Coaster (335m) (Japan/Florida) [1] Youngstar Coaster (Custom) (Hollywood, Beijing) [1]",,"Drive tire (Florida, Hollywood, Japan) Chain (Beijing)",42.7 ft (13.0 m),,"1,099.1 ft (335.0 m)",28.5 mph (45.9 km/h),1:06,,,,Flight of the Hippogriff,,,0,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,36 in (91 cm),,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,Operating,Operating,"April 7, 2016","September 20, 2021",,,,,,,,,,,Must transfer from wheelchair,,,,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000",The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,"July 15, 2014",,,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,Operating,Operating,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000","July 15, 2014","April 7, 2016",,,,,,,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,,,,,Operating,,,,,"September 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,,,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight of the Hippogriff,2021.0,,,,,,General statistics,Steel – Junior,"Vekoma (Orlando, Japan) Mack Rides (Hollywood, Beijing)",Universal Creative,"Junior Coaster (335m) (Japan/Florida) [1] Youngstar Coaster (Custom) (Hollywood, Beijing) [1]",,"Drive tire (Florida, Hollywood, Japan) Chain (Beijing)",42.7 ft (13.0 m),,"1,099.1 ft (335.0 m)",28.5 mph (45.9 km/h),1:06,,,,Flight of the Hippogriff,,,0,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,36 in (91 cm),,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,Operating,Operating,"April 7, 2016","September 20, 2021",,,,,,,,,,,Must transfer from wheelchair,,,,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,Operating,"June 29, 2000","July 15, 2014",34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000",The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,Operating,"July 15, 2014",,,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,28°28′21″N 81°28′26″W﻿ / ﻿28.472454°N 81.473803°W,34°40′07″N 135°25′56″E﻿ / ﻿34.6685°N 135.4321°E,34°08′16″N 118°21′13″W﻿ / ﻿34.1377°N 118.3537°W,Operating,Operating,Operating,Operating,Operating,"April 7, 2016","September 20, 2021","June 29, 2000","July 15, 2014","April 7, 2016",,,,,,,39°51′18″N 116°40′26″E﻿ / ﻿39.855°N 116.674°E,,,,,Operating,,,,,"September 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,,,,,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter - Hogsmeade,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,The Wizarding World of Harry Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Jet Rescue,2008.0,Sea World (Australia),,27°57′24.5″S 153°25′33.8″E﻿ / ﻿27.956806°S 153.426056°E,Operating,26 December 2008,General statistics,Steel – Launched – Motorbike,Intamin,Sea World,,,2 friction wheel hydraulic launches,6 m (20 ft),,"560 m (1,840 ft)",70 km/h (43 mph),32 seconds,,800 riders per hour,2.5,Jet Rescue,"In the first half of 2008, a small area of the Sea World Ski Lake north of the bridge was filled with sand to aid in the construction of a new roller coaster. The Sea World Train was closed to give vehicles access to the construction site and remains closed to this day. By July, some of the footings of the roller coaster were put into place. One month later work began on digging out a pit to house the ride's hydraulic system. In late August, pieces of track began arriving in Sea World's car park. This continued throughout September. In late September, vertical construction started with a portion of the station and brake run being completed. In late October, construction of the track was completed. Throughout November, work focused on the construction of theming elements including rocks as well as the ride's station. In late November, the ride was officially announced to the public. In early December, testing began on the ride. On 26 December 2008, Jet Rescue officially opened to the public. Within the first month of Jet Rescue operating, it was closed several times to fix a variety of problems with its operation.",,0,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,125 cm (4 ft 1 in),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lap bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,The Joker,2008.0,,,19°17′42″N 99°12′30″W﻿ / ﻿19.2951°N 99.2082°W,,,General statistics,Steel – Spinning,Gerstlauer,Werner Stengel,,,Chain lift hill,48 ft (15 m),27 ft (8.2 m),"1,351 ft (412 m)",31 mph (50 km/h),,,,,The Joker (Six Flags México),"At the end of 2007, Six Flags Discovery Kingdom announced a new roller coaster billed as the ""Tony Hawk experience"" and was designed to have the look and feel of a skate park. It offered a full ""extreme sports"" experience, with monitors in the queue lines displaying highlights of the history of action sports, and a large spinning Tony Hawk figure crowning the ride. Tony Hawk's Big Spin opened to the public on May 28, 2008 in California, in the Sky section of the park where Zonga was previous located.
In November 2010, Six Flags began the process of terminating several licensing deals they had with various brands that they deemed unnecessary, including the one they had with Tony Hawk to use his brand and likeness. Six Flags Discovery Kingdom's 2010 season operating schedule lasted into January 2011 for Holiday in the Park, so the park quickly removed Tony Hawk's name from the ride and any other memorabilia associated with him and operated the coaster as ""Big Spin"" for the remainder of the season. At the beginning of the 2011 season, Big Spin was officially renamed to Pandemonium like the other versions of the coaster at Six Flags Discovery Kingdom's sister parks.
In late 2011, Superman: Ultimate Flight was announced to be built at Discovery Kingdom for the 2012 season, which would replace their installation of Pandemonium. The ride permanently closed at the park on January 1, 2012. As Pandemonium was a relatively new coaster, Six Flags decided to move the coaster to the headquarters of Larson International and Roller Coaster Museum, which are both located in Plainview, Texas, to keep in storage. In mid 2012, Six Flags México announced The Joker for the 2013 season. Freshly repainted and recolored track of the former Pandemonium roller coaster was later moved from Texas to Mexico, where it was reassembled and reopened on March 7, 2013.",2012,,,,,,,42 in (107 cm),,,,Operating,Removed,"March 7, 2013","May 23, 2008",,,Operating,Removed,"March 7, 2013","May 23, 2008",,,,,,,,,,,,,Single rider line available,,,,,,,,,,,,,,,,,Pueblo Francés,Sky,Pueblo Francés,Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash Pass available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,The Joker,2013.0,,,19°17′42″N 99°12′30″W﻿ / ﻿19.2951°N 99.2082°W,,,General statistics,Steel – Spinning,Gerstlauer,Werner Stengel,,,Chain lift hill,48 ft (15 m),27 ft (8.2 m),"1,351 ft (412 m)",31 mph (50 km/h),,,,,The Joker (Six Flags México),"At the end of 2007, Six Flags Discovery Kingdom announced a new roller coaster billed as the ""Tony Hawk experience"" and was designed to have the look and feel of a skate park. It offered a full ""extreme sports"" experience, with monitors in the queue lines displaying highlights of the history of action sports, and a large spinning Tony Hawk figure crowning the ride. Tony Hawk's Big Spin opened to the public on May 28, 2008 in California, in the Sky section of the park where Zonga was previous located.
In November 2010, Six Flags began the process of terminating several licensing deals they had with various brands that they deemed unnecessary, including the one they had with Tony Hawk to use his brand and likeness. Six Flags Discovery Kingdom's 2010 season operating schedule lasted into January 2011 for Holiday in the Park, so the park quickly removed Tony Hawk's name from the ride and any other memorabilia associated with him and operated the coaster as ""Big Spin"" for the remainder of the season. At the beginning of the 2011 season, Big Spin was officially renamed to Pandemonium like the other versions of the coaster at Six Flags Discovery Kingdom's sister parks.
In late 2011, Superman: Ultimate Flight was announced to be built at Discovery Kingdom for the 2012 season, which would replace their installation of Pandemonium. The ride permanently closed at the park on January 1, 2012. As Pandemonium was a relatively new coaster, Six Flags decided to move the coaster to the headquarters of Larson International and Roller Coaster Museum, which are both located in Plainview, Texas, to keep in storage. In mid 2012, Six Flags México announced The Joker for the 2013 season. Freshly repainted and recolored track of the former Pandemonium roller coaster was later moved from Texas to Mexico, where it was reassembled and reopened on March 7, 2013.",2012,,,,,,,42 in (107 cm),,,,Operating,Removed,"March 7, 2013","May 23, 2008",,,Operating,Removed,"March 7, 2013","May 23, 2008",,,,,,,,,,,,,Single rider line available,,,,,,,,,,,,,,,,,Pueblo Francés,Sky,Pueblo Francés,Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash Pass available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kawasemi,2008.0,Tobu Zoo,,,Operating,2008,General statistics,Steel,Intamin,,Mega-lite,,,101.7 ft (31.0 m),,"2,477 ft (755 m)",52.8 mph (85.0 km/h),,,,,Kawasemi,History section not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammut,2008.0,Gardaland,,45°27′28″N 10°42′45″E﻿ / ﻿45.45778°N 10.71250°E,Operating,"March 19, 2008",General statistics,Steel – Mine Train,Vekoma,,Custom MK-900 M,,Chain lift hill,45.11 ft (13.75 m),,"3,379.3 ft (1,030.0 m)",31.1 mph (50.1 km/h),2:45,,,,Mammut (roller coaster),History section not found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MotoCoaster,2008.0,Six Flags Darien Lake,,42°55′49″N 78°23′00″W﻿ / ﻿42.930384°N 78.383450°W,Operating,May 2008,General statistics,Steel – Launched – Motorbike,Zamperla,Werner Stengel,Motocoaster,Stacked Figure-8,Flywheel Launch,44 ft (13 m),,"1,198 ft (365 m)",38 mph (61 km/h),,,250 riders per hour,,Moto Coaster (Six Flags Darien Lake),History section not found,,0,6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,$3.4million,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - 38 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Muntanya Russa,2008.0,Tibidabo Amusement Park,,41°25′22″N 2°07′11″E﻿ / ﻿41.422816°N 2.119845°E,Operating,23 December 2008,General statistics,Steel,Vekoma,RCS GmbH,,,,82 ft (25 m),101 ft (31 m),"2,427 ft (740 m)",49.7 mph (80.0 km/h),00:50,,1010 riders per hour,3.5,Muntanya Russa (Tibidabo Amusement Park),"Following the acquisition of Tibidabo Amusement Park by the City of Barcelona, the park began an investment of 50 million Euros to improve the park. Among other actions, insalaron lift and created the Camí del Cel. It also created new attractions. In 2007 the project has been drawn to a large roller coaster in the middle of the forest. This created great unease among neighbours. In late 2007, the Netherlands Vekoma introduced the project, compometinedose to respect the environment and minimize environmental and visual impact. Marks in the trees fired alarms, and events created and collected signatures. On May in 2008 begins felling trees, and removed the attraction Transmóvil. At the end of summer in 2008 begins to bring the structure of the attraction. In December in 2008 are the first tests, and the attraction innaguró on 23 December 2008 in the presence of Mayor of Barcelona Jordi Hereu. That same day, demonstrators gathered at the entrance to the park to protest the implementation of this attraction, and the alleged environmental damage they have caused the works. Since the opening of the attraction until the end of the season will be held open exclusively for members of the Tibiclub, the annual pass of Tibidabo, an hour and half before opening to the public.",,0,2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Pony Express,2008.0,Knott's Berry Farm,Ghost Town - Wild Water Wilderness,33°50′34.54″N 118°0′4.62″W﻿ / ﻿33.8429278°N 118.0012833°W,Operating,"May 22, 2008",General statistics,Steel – Motorbike – Launched,Zamperla,,MotoCoaster,,,44 ft (13 m),,"1,300 ft (400 m)",38 mph (61 km/h),0:36,,900 riders per hour,,Pony Express (roller coaster),History section not found,,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Wilderness Scrambler,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,Fast Lane available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 to 38 mph (0 to 61 km/h) in 3 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
